"STATION","NAME","DATE","PRCP","SNOW","TAVG","TMAX","TMIN"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-12-13","0.00","0.0",,"29","12"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-12-14","0.00","0.0",,"32","17"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-12-15","0.00","0.0",,"35","14"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-12-16","0.00","0.0",,"29","23"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-12-17","0.00","0.0",,"28","23"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-12-18","0.00","0.1",,"28","22"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-12-19","0.00","0.1",,"28","23"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-12-20","0.00","0.0",,"28","23"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-12-21","0.00","0.0",,"26","23"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-12-22","0.00","0.0",,"26","22"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-12-23","0.00","0.2",,"27","21"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-12-24","0.00","0.0",,"28","24"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-12-25","0.00","0.0",,"27","23"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-12-26","0.00","0.3",,"26","22"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-12-27","0.00","0.0",,"28","23"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-12-28","0.00","0.0",,"28","18"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-12-29","0.00","0.0",,"25","19"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-12-30","0.23","2.7",,"32","24"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-12-31","0.00","0.0",,"36","28"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-01","0.00","0.0",,"36","19"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-02","0.00","0.0",,"40","18"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-03","0.01","0.3",,"43","15"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-04","0.00","0.0",,"36","8"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-05","0.06","0.5",,"36","19"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-06","0.16","0.8",,"40","20"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-07","0.00","0.0",,"33","13"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-08","0.00","0.0",,"30","6"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-09","0.00","0.0",,"27","16"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-10","0.00","0.0",,"26","22"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-11","0.00","0.4",,"27","23"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-12","0.02","0.3",,"27","22"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-13","0.00","0.0",,"26","22"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-14","0.02","0.4",,"23","18"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-15","0.00","0.0",,"38","20"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-16","0.00","0.0",,"45","24"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-17","0.03","0.0",,"44","34"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-18","0.00","0.0",,"45","26"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-19","0.00","0.0",,"43","21"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-20","0.50","1.2",,"37","26"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-21","0.00","0.0",,"38","20"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-22","0.00","0.0",,"37","20"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-23","0.00","0.0",,"39","24"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-24","0.00","0.0",,"43","21"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-25","0.00","0.0",,"38","19"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-26","0.00","0.0",,"35","15"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-27","0.00","0.0",,"39","16"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-28","0.00","0.0",,"36","20"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-29","0.00","0.0",,"36","27"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-30","0.02","0.0",,"51","34"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01-31","0.04","0.0",,"53","41"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-01","0.10","0.0",,"47","33"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-02","0.30","1.0",,"52","27"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-03","0.08","0.2",,"46","33"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-04","0.00","0.0",,"40","30"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-05","0.00","0.0",,"41","27"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-06","0.00","0.0",,"41","29"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-07","0.00","0.0",,"34","23"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-08","0.00","0.2",,"29","20"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-09","0.00","0.0",,"28","16"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-10","0.00","0.0",,"32","19"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-11","0.03","0.3",,"35","25"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-12","0.00","0.0",,"43","23"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-13","0.12","0.0",,"44","35"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-14","0.01","0.0",,"53","35"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-15","0.01","0.0",,"55","45"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-16","0.07","0.0",,"53","43"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-17","0.08","0.0",,"58","44"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-18","0.00","0.0",,"64","51"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-19","0.29","0.0",,"56","41"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-20","0.14","0.0",,"47","32"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-21","0.01","0.0",,"49","30"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-22","0.01","0.0",,"56","39"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-23","0.03","0.0",,"60","44"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-24","0.00","0.0",,"67","46"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-25","0.00","0.0",,"66","42"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-26","0.00","0.0",,"61","38"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-27","0.00","0.0",,"57","36"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02-28","0.00","0.0",,"61","34"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-01","0.00","0.0",,"62","36"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-02","0.00","0.0",,"59","37"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-03","0.00","0.0",,"60","37"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-04","0.00","0.0",,"62","35"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-05","0.00","0.0",,"62","35"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-06","0.00","0.0",,"65","38"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-07","0.00","0.0",,"66","41"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-08","0.59","0.0",,"63","42"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-09","0.47","0.3",,"51","33"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-10","0.00","0.0",,"52","41"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-11","0.48","0.0",,"49","37"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-12","0.00","0.0",,"48","34"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-13","0.06","0.0",,"47","35"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-14","0.18","0.3",,"44","33"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-15","0.00","0.0",,"50","28"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-16","0.05","0.0",,"47","37"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-17","0.42","0.4",,"42","33"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-18","0.00","0.0",,"47","34"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-19","0.00","0.0",,"49","30"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-20","0.00","0.0",,"55","32"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-21","0.00","0.0",,"65","36"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-22","0.00","0.0",,"61","42"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-23","0.00","0.0",,"68","42"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-24","0.00","0.0",,"69","48"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-25","0.05","0.0",,"53","37"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-26","0.00","0.0",,"60","35"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-27","0.00","0.0",,"66","37"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-28","0.00","0.0",,"75","47"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-29","0.00","0.0",,"72","44"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-30","0.01","0.0",,"72","47"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03-31","0.01","0.0",,"55","39"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-01","0.36","0.0",,"58","37"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-02","1.57","0.0",,"45","33"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-03","0.00","0.0",,"51","37"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-04","0.00","0.0",,"58","35"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-05","0.00","0.0",,"66","44"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-06","0.00","0.0",,"70","41"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-07","0.00","0.0",,"61","44"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-08","0.00","0.0",,"61","35"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-09","0.31","0.0",,"51","42"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-10","0.00","0.0",,"60","40"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-11","0.08","0.0",,"59","44"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-12","0.48","0.9",,"70","33"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-13","0.22","1.5",,"46","33"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-14","0.00","0.0",,"56","31"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-15","0.00","0.0",,"68","37"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-16","0.25","0.0",,"60","43"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-17","0.08","0.0",,"50","39"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-18","0.00","0.0",,"51","35"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-19","0.00","0.0",,"56","35"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-20","0.00","0.0",,"65","40"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-21","0.00","0.0",,"71","45"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-22","0.00","0.0",,"80","49"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-23","0.12","0.0",,"61","50"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-24","0.00","0.0",,"54","43"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-25","0.68","0.5",,"49","33"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-26","0.25","2.6",,"41","31"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-27","0.00","0.0",,"58","33"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-28","0.01","0.0",,"57","48"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-29","0.14","0.0",,"61","43"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04-30","0.00","0.0",,"62","37"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-01","0.00","0.0",,"75","45"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-02","0.00","0.0",,"83","56"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-03","0.00","0.0",,"83","55"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-04","0.38","0.0",,"68","41"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-05","0.00","0.0",,"57","37"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-06","0.58","0.0",,"51","38"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-07","0.38","0.0",,"51","38"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-08","1.03","0.0",,"48","36"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-09","0.56","0.0",,"57","35"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-10","0.01","0.0",,"63","45"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-11","0.00","0.0",,"55","44"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-12","0.00","0.0",,"58","40"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-13","0.00","0.0",,"69","37"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-14","0.00","0.0",,"58","41"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-15","0.00","0.0",,"60","37"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-16","0.02","0.0",,"57","43"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-17","0.00","0.0",,"62","38"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-18","0.00","0.0",,"72","43"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-19","0.00","0.0",,"82","49"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-20","0.00","0.0",,"86","62"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-21","0.30","0.0",,"82","42"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-22","0.13","0.0",,"54","38"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-23","0.00","0.0",,"65","38"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-24","0.00","0.0",,"71","45"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-25","0.00","0.0",,"77","45"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-26","0.00","0.0",,"81","50"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-27","0.00","0.0",,"83","59"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-28","0.00","0.0",,"83","54"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-29","0.00","0.0",,"84","59"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-30","0.00","0.0",,"84","54"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05-31","0.00","0.0",,"85","56"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-01","0.00","0.0",,"90","57"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-02","0.00","0.0",,"89","62"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-03","0.00","0.0",,"87","60"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-04","0.00","0.0",,"84","59"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-05","0.00","0.0",,"92","60"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-06","0.00","0.0",,"83","57"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-07","0.00","0.0",,"88","61"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-08","0.07","0.0",,"65","54"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-09","0.35","0.0",,"66","50"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-10","0.00","0.0",,"74","52"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-11","0.00","0.0",,"82","51"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-12","0.00","0.0",,"88","54"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-13","0.00","0.0",,"86","62"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-14","0.00","0.0",,"92","62"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-15","0.00","0.0",,"86","58"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-16","0.00","0.0",,"95","63"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-17","0.00","0.0",,"95","65"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-18","0.00","0.0",,"95","70"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-19","0.00","0.0",,"77","58"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-20","0.00","0.0",,"83","56"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-21","0.00","0.0",,"81","56"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-22","0.00","0.0",,"86","55"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-23","0.00","0.0",,"90","57"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-24","0.00","0.0",,"95","61"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-25","0.00","0.0",,"92","69"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-26","0.00","0.0",,"95","62"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-27","0.00","0.0",,"101","71"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-28","0.00","0.0",,"97","74"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-29","0.00","0.0",,"88","65"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06-30","0.00","0.0",,"86","60"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-01","0.00","0.0",,"92","57"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-02","0.00","0.0",,"100","62"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-03","0.00","0.0",,"96","71"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-04","0.00","0.0",,"98","58"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-05","0.00","0.0",,"68","50"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-06","0.00","0.0",,"82","58"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-07","0.02","0.0",,"83","62"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-08","0.00","0.0",,"92","67"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-09","0.00","0.0",,"86","67"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-10","0.00","0.0",,"84","64"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-11","0.00","0.0",,"85","61"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-12","0.00","0.0",,"86","58"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-13","0.00","0.0",,"96","68"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-14","0.00","0.0",,"95","68"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-15","0.09","0.0",,"80","66"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-16","0.01","0.0",,"89","61"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-17","0.00","0.0",,"78","55"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-18","0.00","0.0",,"92","64"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-19","0.00","0.0",,"94","60"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-20","0.00","0.0",,"90","60"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-21","0.00","0.0",,"89","65"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-22","0.07","0.0",,"78","62"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-23","0.16","0.0",,"80","62"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-24","0.19","0.0",,"83","60"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-25","0.21","0.0",,"88","61"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-26","0.10","0.0",,"80","57"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-27","0.00","0.0",,"86","53"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-28","0.00","0.0",,"92","57"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-29","0.00","0.0",,"86","64"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-30","0.00","0.0",,"88","58"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07-31","0.00","0.0",,"88","57"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-08-01","0.00","0.0",,"90","60"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-08-02","0.00","0.0",,"94","61"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-08-03","0.00","0.0",,"97","70"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-08-04","0.00","0.0",,"92","68"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-08-05","0.00","0.0",,"95","68"
